year;week_number;store_id;department_id;uto_value;bests_value;tc_percent_value;twenty_eighty_percent_value;turnover_value;gold_value;uto_rating;bests_rating;tc_percent_rating;twenty_eighty_percent_rating
2025;23;14;13;2.9;0;13.14;37.87;102.6;84;3;1;5;7
2025;24;14;13;2.69;0;12.9;38.3;107.1;83;6;1;5;8
2025;25;14;13;2.1;4.2;11.66;38.72;107.1;84;1;7;4;7
2025;26;14;13;2.87;3.2;12.35;38.07;104.1;95;2;7;4;7
2025;27;14;13;3.41;5.9;11.37;39.67;101.8;90;4;10;4;5
2025;28;14;13;3.41;5.9;10.35;39.82;97.9;97;4;10;3;3
2025;29;14;13;3.39;1.9;9.79;39.18;97.1;94;1;6;3;7
2025;30;14;13;3.23;1.9;9.62;38.27;98.6;92;2;5;3;6
2025;31;14;13;2.99;2;9.61;38.02;96.7;77;1;8;4;6
2025;32;14;13;3.9;1.9;9.97;37.88;98.4;71;2;6;4;7
2025;33;14;13;3.39;0;9.97;37.49;96;73;1;1;5;7
2025;34;14;13;3.4;1;9.86;38.52;98.3;51;5;4;5;5
2025;35;14;13;3.21;2.1;10.22;37.96;97.3;87;1;7;5;6
2025;36;14;13;2.9;1.1;14.13;29.97;94.7;100;5;2;7;6
2025;37;14;13;4.2;2.3;10.6;36.53;93.5;100;9;5;6;5
2025;38;14;13;4.12;3.4;10.16;37.23;89.2;82;4;9;6;6
2025;39;14;13;4.61;1.1;10.16;37.23;89.2;80;6;2;6;6
2025;40;14;13;3.62;2.1;9.09;40.39;92.6;76;4;1;6;5
2025;41;14;13;2.13;1;9.86;38.08;90.3;82;4;1;6;6
2025;42;14;13;3.05;3.1;9.61;38.07;85.7;73;7;5;5;6
2025;43;14;13;3.13;2.1;9.83;38.23;80.1;74;9;3;5;6
2025;1;94;13;11.42;6;14;23.6;73.3;88;14;13;9;12
2025;2;94;13;8.47;7.8;13.6;23.3;73.5;92;14;14;6;13
2025;3;94;13;9.59;2.6;13.2;23.5;71.9;95;13;2;6;10
2025;4;94;13;9.65;4.5;12.6;24.5;74.1;75;9;2;5;9
2025;5;94;13;11.52;7.8;10.5;33.1;80;88;11;10;6;6
2025;6;94;13;11.07;6.9;14.8;29.4;86.9;94;13;8;5;3
2025;7;94;13;9.49;5.2;11.5;36.45;92.4;95;12;7;6;10
2025;8;94;13;6.7;4.8;13.02;30.7;93.6;88;6;11;5;11
2025;9;94;13;5.95;4.1;14.06;30.14;96.9;91;7;10;5;3
2025;10;94;13;5.74;4.3;0.21;37.54;90.1;76;4;8;4;2
2025;11;94;13;6.41;3.3;13.75;31.98;93.9;98;5;10;4;2
2025;12;94;13;4.24;3.2;13.37;30.67;90.7;87;8;9;4;3
2025;13;94;13;4.87;4;13.56;31.43;84.5;92;9;11;3;3
2025;14;94;13;6.35;5.4;14.1;31.82;87.5;47;10;13;4;3
2025;15;94;13;6.15;2.2;9.17;38.93;84.5;76;13;8;2;4
2025;16;94;13;3.96;2.1;8.43;38.46;77.5;99;4;6;3;3
2025;17;94;13;6.34;2.1;11.54;36.1;85.2;87;8;5;3;5
2025;18;94;13;4.79;3.2;12.35;35.27;88.1;83;10;12;3;8
2025;19;94;13;3.31;2;11.31;36.23;93.5;73;4;5;3;5
2025;20;94;13;3.75;1.1;12.27;37.04;101.2;89;6;4;3;6
2025;21;94;13;2.49;3.1;11.63;36.35;94.5;92;1;8;3;6
2025;22;94;13;3.4;2.1;11.39;37.91;96.3;96;5;6;3;6
2025;23;94;13;2.99;0;10.95;37.52;91;83;4;2;3;8
2025;24;94;13;1.64;3.3;10.61;39.59;86.7;87;1;8;3;5
2025;25;94;13;2.98;6.6;10.43;38.74;85.6;89;4;13;3;5
2025;26;94;13;3.58;3.2;11.11;38.75;84.5;93;6;8;3;6
2025;27;94;13;3.38;1.1;10.56;39.25;80.9;91;3;4;3;7
2025;28;94;13;3.38;1.1;11.12;39.21;82.9;91;3;4;4;5
2025;29;94;13;3.46;1.1;9.85;38.85;78.8;92;2;5;5;8
2025;30;94;13;2.57;2.1;9.78;37.78;79.4;95;1;9;4;8
2025;31;94;13;3.77;0;9.53;36.87;79.8;67;3;2;3;8
2025;32;94;13;4.06;3.1;9.76;38.48;79.2;68;4;11;3;6
2025;33;94;13;3.62;1.1;9.18;38.48;79.6;59;2;8;3;5
2025;34;94;13;2.56;4.2;8.5;37.8;82.5;56;1;10;3;7
2025;35;94;13;3.44;3.1;8.91;38.34;83;61;2;9;2;5
2025;36;94;13;1.57;5.6;11.39;30.12;79.4;93;1;12;2;5
2025;37;94;13;2.59;4.1;7.83;36.24;75.5;100;2;7;2;6
2025;38;94;13;2.79;3;7.28;37.5;74;64;1;6;2;5
2025;39;94;13;4.43;8.3;7.28;37.5;74;84;5;12;2;5
2025;40;94;13;4.34;5;7.49;37.9;69.1;64;8;12;4;6
2025;41;94;13;3.96;5.9;7.79;37.6;71.9;57;9;9;3;7
2025;42;94;13;3.37;2.1;7.69;37.32;69.8;63;9;4;2;7
2025;43;94;13;2.82;3.1;9.8;37.74;68.8;69;7;5;4;7
2025;1;7;14;7.03;1.3;14;44.1;50.5;79;12;5;11;4
2025;2;7;14;4.5;8.2;16;40.8;43.5;78;11;11;13;5
2025;3;7;14;7.05;14.5;16.9;38.2;36;86;9;15;13;5
2025;4;7;14;16.11;6.8;17;38.5;40.3;65;10;6;12;6
2025;5;7;14;13.79;3.9;14.2;41.3;41.4;64;10;9;13;9
2025;6;7;14;11.39;3.8;15.9;32.7;47.2;65;13;3;11;11
2025;7;7;14;8.36;4;12.72;45.14;52.5;58;13;10;12;12
2025;8;7;14;6.2;1.3;12.34;41.35;52.4;74;9;3;11;12
2025;9;7;14;5.46;0;13.12;38.1;50.6;82;9;1;10;6
2025;10;7;14;8.8;3.8;0;48.14;48.3;75;12;11;1;7
2025;11;7;14;7.28;3.8;13.58;34.77;50.1;67;11;12;11;12
2025;12;7;14;4.63;3.9;14.25;35.59;49.5;78;10;10;11;12
2025;13;7;14;5.04;3.8;13.88;33.24;44.6;83;8;10;11;13
2025;14;7;14;9.67;2.6;13.06;38.75;45.2;35;13;10;7;8
2025;15;7;14;7.46;2.4;10.77;50.4;43.8;57;12;4;12;8
2025;16;7;14;7.13;1.2;9.56;52.66;44.1;54;12;1;12;2
2025;17;7;14;12.17;2.6;10.88;49.86;45.4;63;13;7;8;7
2025;18;7;14;4.23;0;10.01;48.37;47.4;52;10;1;7;6
2025;19;7;14;4.68;0;8.89;45.89;44.2;60;12;1;7;9
2025;20;7;14;4.99;3.9;9.47;45;43.7;74;11;9;7;8
2025;21;7;14;5.33;5;10.64;46.62;39.8;58;10;12;9;4
2025;22;7;14;5.62;1.3;9.99;48.41;49.2;51;12;5;9;6
2025;23;7;14;7;1.3;8.9;46.9;50.2;67;12;5;8;6
2025;24;7;14;3.15;0;9.97;47.3;52.2;74;6;1;10;6
2025;25;7;14;2.13;0;8.76;45.79;50.6;66;7;1;10;10
2025;26;7;14;2.51;2.6;8.08;45.27;43.8;81;7;4;7;9
2025;27;7;14;3.2;5.1;7.84;45.05;42.8;59;7;11;8;10
2025;28;7;14;3.2;5.1;6.51;46.77;44.5;56;7;11;7;8
2025;29;7;14;1.95;0;5.61;46.23;48.8;54;3;1;7;11
2025;30;7;14;3.14;1.4;5.26;44.72;47.9;88;7;9;6;11
2025;31;7;14;3.66;2.6;5.89;43.05;43.9;73;7;10;7;12
2025;32;7;14;3.11;1.3;5.73;42.71;46.8;80;6;5;6;12
2025;33;7;14;3.08;2.6;5.21;45.32;53.1;84;5;4;5;8
2025;34;7;14;1.65;1.3;4.87;44.99;51;66;2;2;4;12
2025;35;7;14;2.72;1.3;5;43.95;51;54;5;2;3;12
2025;36;7;14;2.1;1.4;10.11;39.55;49.7;69;7;3;7;11
2025;37;7;14;1.57;0;6.33;48.58;45.2;79;3;1;4;10
2025;38;7;14;1.39;3.9;6.55;46.01;44.5;96;1;11;5;11
2025;39;7;14;3.32;1.4;6.55;46.01;44.5;89;9;7;5;11
2025;40;7;14;3.75;5.6;5.87;49.4;42.3;71;10;13;4;7
2025;41;7;14;4.3;5.6;5.83;48.69;47.1;73;11;13;4;10
2025;42;7;14;2.63;2.6;5.63;49.57;44.9;80;9;8;4;9
2025;43;7;14;6.72;0;5.42;49.69;46;73;13;1;3;7
2025;1;14;14;6.81;1.3;13.3;39.2;56.4;80;11;5;10;13
2025;2;14;14;5.17;4.1;13.8;37.6;48.5;68;12;3;10;13
2025;3;14;14;8.5;5.5;13.9;35.9;47.8;75;10;6;10;11
2025;4;14;14;14.02;9.1;13.6;35.1;48.9;57;8;10;9;13
2025;5;14;14;17.35;0;11.4;43;54.1;66;13;1;9;6
2025;6;14;14;6.8;4;14.4;33.7;55.1;66;8;5;9;8
2025;7;14;14;5.63;1.4;12.67;42.09;59.8;63;9;2;11;4
2025;8;14;14;6.31;2.6;11.74;38.38;62.9;71;10;8;10;6
2025;9;14;14;7.2;2.7;11.12;37.41;60.5;77;13;11;8;10
2025;10;14;14;5.21;2.7;0.01;47.41;66.7;69;7;8;4;8
2025;11;14;14;5.22;0;12.29;38.36;69.9;80;7;1;8;9
2025;12;14;14;5.83;0;13.92;38.05;63.5;91;13;2;10;10
2025;13;14;14;3.74;1.3;12.07;36.67;57;80;6;5;7;9
2025;14;14;14;4.57;1.3;13.86;37.02;53.7;45;7;5;9;10
2025;15;14;14;7.1;2.4;8.56;52.66;47.7;75;11;5;7;4
2025;16;14;14;5.27;3.7;6.86;51.45;45.3;79;10;8;6;6
2025;17;14;14;6.68;2.4;7.99;50.66;49.3;67;9;5;4;6
2025;18;14;14;4.25;3.3;8.54;50.07;56.3;78;11;10;4;2
2025;19;14;14;3.34;3.6;7.58;48.14;58.6;82;10;8;4;4
2025;20;14;14;4.89;0;7.45;47.84;61.6;75;10;1;4;3
2025;21;14;14;5.35;0;7.12;47.3;59.6;66;11;2;4;3
2025;22;14;14;4.62;1.1;7.12;47.11;58.7;72;10;4;4;8
2025;23;14;14;6.48;2.2;7.03;44.69;61.2;71;10;8;4;10
2025;24;14;14;6.2;3.1;8.24;46.61;64.7;65;12;9;8;7
2025;25;14;14;3.54;2.2;7.53;48.43;66.2;71;9;7;8;8
2025;26;14;14;4.26;3.4;7.94;48.56;66.2;67;10;7;6;7
2025;27;14;14;6;1.2;7.42;48.18;63.6;69;10;4;7;7
2025;28;14;14;6;1.2;6.14;48.45;57;77;10;4;6;5
2025;29;14;14;1.51;1.2;3.68;49.68;57.7;91;1;3;2;6
2025;30;14;14;2.96;1.3;3.82;47.56;57.4;93;5;4;3;10
2025;31;14;14;3.89;0;4.78;45.4;57.6;79;8;1;4;10
2025;32;14;14;4.8;0;4.22;46.81;64.8;89;8;2;4;7
2025;33;14;14;3.23;1.3;4.79;47.41;68.2;88;6;2;4;4
2025;34;14;14;3.16;2.7;4.43;48.43;68.8;84;8;6;3;6
2025;35;14;14;4.28;2.6;5.31;45.31;71.8;78;9;8;4;10
2025;36;14;14;4.7;1.5;10.04;33.37;72.3;81;13;4;6;13
2025;37;14;14;2.55;2.9;4.73;50.33;73.3;96;7;8;3;5
2025;38;14;14;2.96;4.4;5.56;49.68;65.3;96;9;12;3;8
2025;39;14;14;5.68;1.4;5.56;49.68;65.3;98;11;8;3;8
2025;40;14;14;3.29;2.7;4.2;49.3;61.6;85;9;9;3;8
2025;41;14;14;3.45;1.4;4.58;48.96;60.1;77;10;9;3;9
2025;42;14;14;3.84;1.4;4.64;50.62;57.7;81;11;5;3;7
2025;43;14;14;2.53;0;5.68;49.17;62.2;73;6;3;5;9
2025;1;94;14;1.68;2.9;8.3;44.1;49.2;70;3;11;4;5
2025;2;94;14;1.62;5.8;8.6;41.6;42.1;100;2;6;5;4
2025;3;94;14;4.35;4.3;8.8;39.1;37.6;89;6;3;5;4
2025;4;94;14;12.32;8.7;7.7;38.2;36.5;66;5;9;3;7
2025;5;94;14;9.31;4.2;5.3;47.7;38.6;68;5;10;2;1
2025;6;94;14;6.21;4.3;9.5;36.5;42.4;66;6;7;2;3
2025;7;94;14;4.43;1.4;6.51;46.03;45;68;6;3;3;7
2025;8;94;14;2.77;6.9;7.43;38.34;44.6;84;3;13;2;5
2025;9;94;14;3.48;8.3;7.11;37.76;43.8;65;4;13;2;9
2025;10;94;14;4.2;4.3;0.28;48.52;43.6;79;5;12;10;6
2025;11;94;14;4.1;4;7.49;39.13;42.1;94;6;13;2;8
2025;12;94;14;4.19;5.2;7.94;38.8;40.3;88;9;13;1;7
2025;13;94;14;6.69;2.6;7.44;40.06;42.6;84;12;9;2;7
2025;14;94;14;5.92;0;7.84;41.69;43.4;39;10;2;3;6
2025;15;94;14;4.3;3.9;3.62;52.27;43.7;72;9;10;1;5
2025;16;94;14;3.67;3.7;3.37;51.02;40.9;65;7;9;1;7
2025;17;94;14;7.65;0;6.09;51.42;46.5;64;10;2;1;4
2025;18;94;14;2.91;2.4;5.96;48.91;48.1;76;5;8;1;5
2025;19;94;14;1.98;1.3;4.52;47.85;45.7;72;6;2;1;5
2025;20;94;14;2.34;1.3;5.72;46.16;42.3;79;5;2;1;6
2025;21;94;14;4.6;2.7;5.65;44.97;36.7;79;9;9;1;7
2025;22;94;14;3.67;0;4.26;48.61;40.3;74;7;3;1;5
2025;23;94;14;4.9;1.3;4.22;47.49;38.8;82;7;6;1;5
2025;24;94;14;3.24;0;4.2;46.37;40.1;84;7;3;1;9
2025;25;94;14;1.2;1.3;3.09;50.36;42.3;75;3;6;1;6
2025;26;94;14;1.65;3.8;3.85;47.23;40;79;5;9;1;8
2025;27;94;14;2.6;0;3.43;48.81;39.7;68;6;2;1;6
2025;28;94;14;2.6;0;2.51;49.73;42.6;76;6;2;1;4
2025;29;94;14;2.69;1.4;1.93;50.55;41.7;93;6;7;1;4
2025;30;94;14;2.98;2.6;2.01;48.14;43.6;88;6;11;1;8
2025;31;94;14;2.47;1.3;1.99;48.8;44.3;83;4;6;1;5
2025;32;94;14;1.75;0;2.04;43.14;42.9;78;2;4;1;10
2025;33;94;14;2.43;2.6;2.62;46.89;43.2;82;3;6;1;5
2025;34;94;14;2.07;1.3;2.82;48.7;41.9;72;4;4;1;5
2025;35;94;14;2.48;1.3;2.52;50.18;43.4;72;4;4;1;3
2025;36;94;14;2.24;2.6;4.99;43.04;36.7;84;8;7;1;7
2025;37;94;14;3.78;1.3;3.85;48.85;40.4;81;12;5;1;8
2025;38;94;14;2.18;1.3;4.66;49.84;37.5;88;5;4;2;6
2025;39;94;14;1.9;2.7;4.66;49.84;37.5;88;3;11;2;6
2025;40;94;14;2.54;1.3;1.95;53.7;36.8;72;8;6;1;3
2025;41;94;14;2.36;0;1.98;50.74;34.7;85;6;4;1;6
2025;42;94;14;1.19;2.5;2.02;51.94;32.8;80;4;7;1;4
2025;43;94;14;3.25;1.3;2.01;52.13;33.5;87;10;7;1;4
2025;1;7;15;6.71;4.3;5.8;33.7;27.5;79;9;14;3;2
2025;2;7;15;5.06;7;6.2;30.9;24.3;85;5;11;3;2
2025;3;7;15;7.7;6.3;6.3;30.5;25.4;84;5;10;3;3
2025;4;7;15;8.67;6.5;6.1;30.2;29.6;71;4;8;3;3
2025;5;7;15;12.16;3.1;6.6;34.8;34.8;90;9;12;7;2
2025;6;7;15;6.4;3.4;6.1;28.7;39.6;81;8;12;2;2
2025;7;7;15;6.31;1;7;40.91;48;96;8;3;8;2
2025;8;7;15;3.97;1;8.69;31.05;48.4;90;2;3;4;12
2025;9;7;15;5.57;3;9.49;30.77;45.8;98;4;9;5;4
2025;10;7;15;9.84;1;0.58;34.62;47;77;10;5;10;7
2025;11;7;15;8.16;1;10.75;27.54;46.2;85;10;3;6;5
2025;12;7;15;4.34;1.9;10.7;28.16;47.5;84;7;7;6;5
2025;13;7;15;3.24;2;10.84;27.61;49.9;85;1;11;7;5
2025;14;7;15;1.7;4.2;10.02;26.35;47.2;39;1;11;4;6
2025;15;7;15;4.4;5.2;8.45;37.79;46.4;75;4;12;10;3
2025;16;7;15;8.18;4.1;6.62;37.09;41.6;86;9;9;7;3
2025;17;7;15;9.1;3.9;11.42;36.67;42;89;8;12;9;6
2025;18;7;15;7.57;2.1;10.85;36.85;43.7;37;12;8;6;5
2025;19;7;15;3.99;5.2;9.54;36.46;39.9;82;9;13;6;4
2025;20;7;15;4.53;4.1;8.48;38.1;39.5;77;7;11;5;3
2025;21;7;15;5.07;5.4;8.95;35.56;37.4;70;6;13;5;3
2025;22;7;15;5.15;3.1;8.97;34.86;39.6;66;7;12;4;7
2025;23;7;15;5.12;2.1;7.71;34.94;87.1;51;6;9;4;5
2025;24;7;15;5.06;4.3;8.12;35.18;98.5;79;7;13;6;6
2025;25;7;15;3.77;3.1;6.85;36.06;89.7;82;6;12;3;5
2025;26;7;15;6.22;3;8.45;34.85;87.6;57;9;9;5;6
2025;27;7;15;6.18;1;8.37;33.66;85.7;59;9;3;6;9
2025;28;7;15;6.18;1;8.84;33.43;83.9;54;9;3;6;9
2025;29;7;15;5.4;1;9.67;33.2;79.1;50;8;4;11;11
2025;30;7;15;6;3.1;8.67;34.44;83.1;88;5;11;9;6
2025;31;7;15;5.96;1.1;11.13;33.28;88.4;74;8;7;10;8
2025;32;7;15;5.46;4;10.69;35.03;78.9;49;7;11;11;8
2025;33;7;15;5.66;2.1;10.05;33.85;79.4;69;7;10;11;9
2025;34;7;15;5.45;2;9.38;35.67;75.3;80;8;8;11;7
2025;35;7;15;5.21;5;11.43;34.73;72.9;76;6;13;13;9
2025;36;7;15;5.47;2;11.77;25.14;81.3;80;12;8;12;8
2025;37;7;15;4.12;4;8.94;33.9;77.6;86;9;12;10;11
2025;38;7;15;3.95;5.9;8.48;33.83;73.4;87;6;12;11;11
2025;39;7;15;5.04;1;8.48;33.83;73.4;83;7;7;11;11
2025;40;7;15;6.36;9.3;7.3;34.3;71.7;88;10;13;10;10
2025;41;7;15;8.59;4.2;7.65;34.61;74.3;77;12;11;9;10
2025;42;7;15;8.12;1.9;8.77;35.33;74.7;64;13;5;10;6
2025;43;7;15;5.08;2.8;8.62;35.95;89.2;74;9;10;9;6
2025;1;14;15;5.38;1;9.4;25.3;56.1;90;3;6;11;14
2025;2;14;15;5.04;1;9.8;24.8;53.7;79;4;2;11;11
2025;3;14;15;6.92;2.9;9.4;24.3;55.5;87;4;3;10;11
2025;4;14;15;8.54;3.8;9.3;23.9;66.9;88;3;4;10;13
2025;5;14;15;6.06;0.9;7.3;26.9;79.6;92;1;1;10;13
2025;6;14;15;6.02;0;13.1;22.4;88.5;82;6;1;11;7
2025;7;14;15;5.96;1;7.26;35.26;93;96;6;2;9;1
2025;8;14;15;5.34;0.9;13.94;25.68;89.9;87;7;2;11;7
2025;9;14;15;7.31;0.9;13.15;25.48;86.5;98;8;2;12;9
2025;10;14;15;10.19;1.8;0.5;32.1;82.5;88;11;9;8;11
2025;11;14;15;7.33;1.8;11.33;25.14;73.7;71;9;8;8;10
2025;12;14;15;7.07;0;10.91;23.57;72.2;80;12;2;7;11
2025;13;14;15;5.91;0.9;10.72;24.19;69;76;7;5;6;8
2025;14;14;15;7.62;1;11.66;27.51;69.6;56;8;3;10;5
2025;15;14;15;8.06;0;6.13;37.42;72.4;77;8;1;2;6
2025;16;14;15;5.24;0.9;5.93;34.73;68.9;86;5;1;5;6
2025;17;14;15;4.77;1.9;10.41;34.91;66.6;81;4;8;7;7
2025;18;14;15;5.54;3.6;11.93;32.42;68.8;35;9;13;9;11
2025;19;14;15;5.14;3.7;9.03;31.19;62.4;60;11;11;5;11
2025;20;14;15;7.26;3.8;9.75;32.65;62.5;78;11;8;6;11
2025;21;14;15;5.38;4.7;9.27;29.99;63.1;69;7;10;6;11
2025;22;14;15;6.75;1.9;10.24;31.46;67.1;65;11;7;7;11
2025;23;14;15;10.17;0.9;8.62;30.64;122.1;35;13;3;6;11
2025;24;14;15;5.09;1.8;9.79;30.95;130.3;79;8;6;9;12
2025;25;14;15;4.28;1;8.33;31.9;127.9;81;7;4;8;12
2025;26;14;15;4.39;4;9.52;32.11;116.4;60;6;13;9;10
2025;27;14;15;8.37;2.9;8.97;31.39;119;49;11;10;8;12
2025;28;14;15;8.37;2.9;9.72;31.06;107.6;66;11;10;8;12
2025;29;14;15;7.58;1.9;10.1;33.65;103.8;61;11;9;12;10
2025;30;14;15;9.92;1.9;9.86;34.12;109.9;91;13;6;11;9
2025;31;14;15;4.89;2.7;11.71;32.63;109.4;84;3;11;12;9
2025;32;14;15;4.21;3;10.9;32.74;109.6;45;3;10;12;9
2025;33;14;15;6.66;1;10.94;31.76;117.8;53;10;3;13;10
2025;34;14;15;3.67;1;8.43;31.19;96.1;75;3;5;7;12
2025;35;14;15;4.1;2;9.37;32.91;100.6;89;3;7;8;12
2025;36;14;15;5.38;4;11.69;23.13;88;89;11;11;11;13
2025;37;14;15;4.58;1.9;8.97;34.88;86.6;95;11;7;11;9
2025;38;14;15;4.34;2;8.5;35.08;90;85;7;7;12;9
2025;39;14;15;5.98;3.1;8.5;35.08;90;76;9;9;12;9
2025;40;14;15;9.06;1;45814;33.8;90.7;90;13;4;8;11
2025;41;14;15;9.22;1.1;7.44;33.99;87.3;88;13;4;4;11
2025;42;14;15;4.84;2.1;6.88;33.21;81;69;9;7;5;10
2025;43;14;15;4.79;3.2;6.18;32.96;71.5;87;8;12;2;10
2025;1;94;15;5.26;1.9;8.7;27.5;44.9;88;2;7;9;9
2025;2;94;15;5.45;8.4;10;28.4;47.1;72;6;13;12;5
2025;3;94;15;7.82;9.3;9.9;27.5;45.4;74;6;13;12;4
2025;4;94;15;10.52;6.9;9.4;28.2;49.9;68;6;10;11;5
2025;5;94;15;11.5;2.9;6.5;31.6;58.2;81;7;8;6;4
2025;6;94;15;4.51;1.9;11.2;21.8;64.9;76;2;6;8;9
2025;7;94;15;4;2;6.27;33.87;58.5;82;1;5;5;9
2025;8;94;15;5.18;4.2;11.23;24.29;61.7;91;6;10;9;6
2025;9;94;15;7.4;1;9.93;25.85;59.4;89;9;4;6;7
2025;10;94;15;4.38;3.6;0.24;32.92;52.1;77;4;11;5;9
2025;11;94;15;4.81;2.8;9.13;24.57;53.3;85;5;11;4;11
2025;12;94;15;3.74;0.9;9.7;23.96;50.8;76;4;5;4;9
2025;13;94;15;4.24;1.8;9.51;22.75;52.6;72;4;9;3;11
2025;14;94;15;5.15;1.7;10.11;25.84;54.7;55;4;7;5;7
2025;15;94;15;5.73;6.1;6.21;34.82;46.8;72;7;13;4;10
2025;16;94;15;10.13;8.8;6.22;32.52;47.2;82;12;13;6;11
2025;17;94;15;14.88;1.8;8.54;32.48;48.7;76;13;7;3;12
2025;18;94;15;4.81;2.7;8.84;33.34;44.8;36;7;12;3;9
2025;19;94;15;2.24;2.8;7.5;34.85;48.1;69;5;8;3;6
2025;20;94;15;5;3.8;7.12;34.79;48.3;71;10;10;2;7
2025;21;94;15;6.03;4.9;7.27;31.86;48.6;76;8;11;3;8
2025;22;94;15;5.31;6.7;7.58;32.87;60.5;60;8;13;3;10
2025;23;94;15;8.1;5.5;6.47;34.16;97.5;70;12;13;2;7
2025;24;94;15;6.59;1.9;6.53;34.56;101.3;82;11;8;2;8
2025;25;94;15;5.93;7.1;5.76;35.8;90.7;77;10;13;2;6
2025;26;94;15;8.16;3.7;6.74;34.73;91.6;49;12;12;2;7
2025;27;94;15;12.09;0.9;7.4;35.16;93.5;44;12;2;3;5
2025;28;94;15;12.09;0.9;7.41;37.12;91.8;46;12;2;2;3
2025;29;94;15;3.95;1.1;7.24;38.11;92.1;68;3;8;5;2
2025;30;94;15;4.56;2.9;7.44;37.88;105;79;2;10;6;1
2025;31;94;15;5.35;0;8.73;37.29;100.2;66;6;1;7;1
2025;32;94;15;5.73;0;9.49;39.64;98.1;57;9;3;9;1
2025;33;94;15;4.77;2;9.88;38.87;97.5;61;2;9;9;2
2025;34;94;15;2.69;2;9.34;36.69;84;74;1;9;10;3
2025;35;94;15;3.93;3;10.4;36.48;81;82;2;11;11;5
2025;36;94;15;3.03;2;10.92;23.61;77.2;81;4;7;10;11
2025;37;94;15;3.94;1.9;8.02;36.41;75.6;81;8;8;8;7
2025;38;94;15;7.1;7.4;7.7;38.15;75.9;79;12;13;9;4
2025;39;94;15;9.35;0;7.7;38.15;75.9;83;13;3;9;4
2025;40;94;15;5.71;4.7;6.9;35.4;80.7;87;8;11;9;8
2025;41;94;15;8.27;2.9;7.52;35.36;78.5;78;11;8;8;9
2025;42;94;15;5.5;5.7;8.71;34.3;75.6;60;10;13;9;9
2025;43;94;15;7.37;1;9.27;34.49;86.2;79;12;5;11;8
